Num;ID;Energy_kcal;Protein_g;Fat_g;Carb_g;Sugar_g;Fiber_g;VitA_mcg;VitB6_mg;VitB12_mcg;VitC_mg;VitE_mg;Folate_mcg;Niacin_mg;Riboflavin_mg;Thiamin_mg;Calcium_mg;Copper_mcg;Iron_mg;Magnesium_mg;Manganese_mg;Phosphorus_mg;Selenium_mcg;Zinc_mg;VitA_USRDA;VitB6_USRDA;VitB12_USRDA;VitC_USRDA;VitE_USRDA;Folate_USRDA;Niacin_USRDA;Riboflavin_USRDA;Thiamin_USRDA;Calcium_USRDA;Copper_USRDA;Magnesium_USRDA;Phosphorus_USRDA;Selenium_USRDA;Zinc_USRDA
5767;18314;276;2.8;17.6;28.5;0;0.5;95;0.045;0.21;0.6;0;23;0.132;0.104;0.028;72;0.08;0.4;17;0.19;169;5;0.38;0.105555555555556;0.0264705882352941;0.0875;0.00666666666666667;0;0.0575;0.00825;0.08;0.0233333333333333;0.06;8,89E+09;0.0404761904761905;0.241428571428571;0.0909090909090909;0.0345454545454545
2670;10183;165;21.97;7.66;0.5;0;0;0;0.35;0.68;0;0.28;3;5.324;0.28;0.739;8;0.119;1.4;19;0.046;248;19.5;2.63;0;0.205882352941176;0.283333333333333;0;0.0186666666666667;0.0075;0.33275;0.215384615384615;0.615833333333333;0.00666666666666667;0.000132222222222222;0.0452380952380952;0.354285714285714;0.354545454545455;0.239090909090909
5851;18427;502;7.4;25.3;61;1.79;1.6;0;0.053;0;0;2.03;142;4.048;0.342;0.408;120;0.213;3.6;27;0.556;228;6.6;0.68;0;0.0311764705882353;0;0;0.135333333333333;0.355;0.253;0.263076923076923;0.34;0.1;0.000236666666666667;0.0642857142857143;0.325714285714286;0.12;0.0618181818181818
7095;23047;137;20.98;5.21;0;0;0;0;0.527;5.39;0;0.2;11;5.24;0.201;0.067;5;0.068;2.01;24;0.011;216;28.8;5.65;0;0.31;224.583.333.333.333;0;0.0133333333333333;0.0275;0.3275;0.154615384615385;0.0558333333333333;0.00416666666666667;7,56E+09;0.0571428571428571;0.308571428571429;0.523636363636364;0.513636363636364
2681;10196;260;27.63;15.76;0;0;0;2;0.371;0.67;0.3;0;8;4.945;0.3;0.834;28;0.068;0.77;26;0.018;237;44;2.26;0.00222222222222222;0.218235294117647;0.279166666666667;0.00333333333333333;0;0.02;0.3090625;0.230769230769231;0.695;0.0233333333333333;7,56E+09;0.0619047619047619;0.338571428571429;0.8;0.205454545454545
2661;10174;378;17.75;33.5;0;0;0;0;0.37;0.88;0;0;5;2.06;0.11;0.21;18;0.084;0.99;8;0.011;50;2.7;2.31;0;0.217647058823529;0.366666666666667;0;0;0.0125;0.12875;0.0846153846153846;0.175;0.015;9,33E+09;0.019047619047619;0.0714285714285714;0.0490909090909091;0.21
8527;43287;213;23.9;13;0;0;0;28;0.57;0.41;2.9;0.06;6;7.6;0.35;0.28;17;0.763;5.91;26;0;332;20.1;3.83;0.0311111111111111;0.335294117647059;0.170833333333333;0.0322222222222222;0.004;0.015;0.475;0.269230769230769;0.233333333333333;0.0141666666666667;0.000847777777777778;0.0619047619047619;0.474285714285714;0.365454545454545;0.348181818181818
2837;10981;255;24.15;17.65;0;0;0;4;0.433;0.75;0;0.27;0;7.883;0.348;0.479;44;0.107;0.96;17;0.011;171;33.7;3.24;0.00444444444444444;0.254705882352941;0.3125;0;0.018;0;0.4926875;0.267692307692308;0.399166666666667;0.0366666666666667;0.000118888888888889;0.0404761904761905;0.244285714285714;0.612727272727273;0.294545454545455
3251;11520;42;4.98;0.74;6.7;3.01;3.7;241;0.146;0;52;2.02;126;1.513;0.456;0.209;107;0.27;2.25;45;0.714;60;0.9;0.41;0.267777777777778;0.0858823529411765;0;0.577777777777778;0.134666666666667;0.315;0.0945625;0.350769230769231;0.174166666666667;0.0891666666666667;3,00E-04;0.107142857142857;0.0857142857142857;0.0163636363636364;0.0372727272727273
6410;19909;347;2.06;0;84.77;4.03;0.6;0;0.015;0;0;0;0;0;0.015;0.015;879;0.007;0.16;6;0.022;8;0;0.04;0;0.00882352941176471;0;0;0;0;0;0.0115384615384615;0.0125;0.7325;7,78E+08;0.0142857142857143;0.0114285714285714;0;0.00363636363636364
1025;5314;108;20.32;3;0;0;0;11;0.761;0.19;0;0.19;8;7.583;0.127;0.068;5;0.029;0.34;25;0.011;198;26.4;0.63;0.0122222222222222;0.447647058823529;0.0791666666666667;0;0.0126666666666667;0.02;0.4739375;0.0976923076923077;0.0566666666666667;0.00416666666666667;3,22E+09;0.0595238095238095;0.282857142857143;0.48;0.0572727272727273
4631;15180;141;21.43;5.5;0;0;0;18;0.38;4.4;0;0;20;7;0.16;0.02;249;0.1;0.7;30;0.02;354;43.3;1;0.02;0.223529411764706;183.333.333.333.333;0;0;0.05;0.4375;0.123076923076923;0.0166666666666667;0.2075;0.000111111111111111;0.0714285714285714;0.505714285714286;0.787272727272727;0.0909090909090909
1057;5357;251;20.29;18.86;0.4;0.4;0;24;0.153;0.6;0;0.26;7;5.621;0.185;0.065;33;0.061;0.83;19;0.006;217;35.4;1.51;0.0266666666666667;0.09;0.25;0;0.0173333333333333;0.0175;0.3513125;0.142307692307692;0.0541666666666667;0.0275;6,78E+09;0.0452380952380952;0.31;0.643636363636364;0.137272727272727
7190;23142;267;25.03;18.57;0;0;0;8;0.408;3.14;0;0.09;6;4.773;0.194;0.066;17;0.072;2.42;22;0.012;192;29.1;8.78;0.00888888888888889;0.24;130.833.333.333.333;0;0.006;0.015;0.2983125;0.149230769230769;0.055;0.0141666666666667;8,00E-05;0.0523809523809524;0.274285714285714;0.529090909090909;0.798181818181818
2725;10857;122;16.88;4.94;1.87;1.43;0;0;0;0;1.4;0;0;0;0;0;6;0.1;0.9;19;0;0;0;1.8;0;0;0;0.0155555555555556;0;0;0;0;0;0.005;0.000111111111111111;0.0452380952380952;0;0;0.163636363636364
7947;28212;461;7.1;15.7;73.9;22.6;2;0;0.03;0;0;0;0;4;0.34;0.53;0;0;3.3;16;0;79;0;0.5;0;0.0176470588235294;0;0;0;0;0.25;0.261538461538462;0.441666666666667;0;0;0.0380952380952381;0.112857142857143;0;0.0454545454545455
5475;17397;147;20.61;7.12;0;0;0;5;0.246;1.05;0;0.32;0;5.208;0.178;0.061;8;0.105;1.4;23;0.008;192;2.9;2.24;0.00555555555555556;0.144705882352941;0.4375;0;0.0213333333333333;0;0.3255;0.136923076923077;0.0508333333333333;0.00666666666666667;0.000116666666666667;0.0547619047619048;0.274285714285714;0.0527272727272727;0.203636363636364
2974;11177;74;2.18;1.43;13.02;0;0;0;0;0;1.7;0;29;0.78;0.015;0.015;2;0.031;0.22;11;0.056;41;0;0.28;0;0;0;0.0188888888888889;0;0.0725;0.04875;0.0115384615384615;0.0125;0.00166666666666667;3,44E+09;0.0261904761904762;0.0585714285714286;0;0.0254545454545455
7620;23633;205;34.6;6.35;0;0;0;0;0.321;2.33;0;0.43;12;5.007;0.213;0.073;17;0.113;2.89;23;0.012;215;39.4;8.43;0;0.188823529411765;0.970833333333333;0;0.0286666666666667;0.03;0.3129375;0.163846153846154;0.0608333333333333;0.0141666666666667;0.000125555555555556;0.0547619047619048;0.307142857142857;0.716363636363636;0.766363636363636
1334;6240;85;1.54;2.69;13.85;9.23;2.3;0;0;0;0;0;0;0;0;0;15;0;0.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0125;0;0;0;0;0
2577;10063;200;29.2;8.31;0;0;0;3;0.537;0.67;0;0.24;0;9.905;0.238;0.526;12;0.089;0.88;23;0.01;221;40.3;2.29;0.00333333333333333;0.315882352941177;0.279166666666667;0;0.016;0;0.6190625;0.183076923076923;0.438333333333333;0.01;9,89E+09;0.0547619047619048;0.315714285714286;0.732727272727273;0.208181818181818
494;3711;112;6.9;3.9;13.4;0;0;0;0.092;0.35;0;0;28;3.987;0.847;0.655;223;0.166;14.42;37;0;166;0;0.76;0;0.0541176470588235;0.145833333333333;0;0;0.07;0.2491875;0.651538461538462;0.545833333333333;0.185833333333333;0.000184444444444444;0.0880952380952381;0.237142857142857;0;0.0690909090909091
2755;10887;107;17.93;3.38;1.24;0.97;0;10;0.247;0.58;0;0.18;2;4.09;0.222;0.282;10;0.117;0.67;18;0.022;218;40.3;1.65;0.0111111111111111;0.145294117647059;0.241666666666667;0;0.012;0.005;0.255625;0.170769230769231;0.235;0.00833333333333333;0.00013;0.0428571428571429;0.311428571428571;0.732727272727273;0.15
8587;43541;251;4.72;16.98;19.78;17.35;0.9;201;0.033;0.18;0.5;0.46;5;0.182;0.167;0.03;142;0.175;1.02;32;0.173;115;2.1;0.64;0.223333333333333;0.0194117647058824;0.075;0.00555555555555556;0.0306666666666667;0.0125;0.011375;0.128461538461538;0.025;0.118333333333333;0.000194444444444444;0.0761904761904762;0.164285714285714;0.0381818181818182;0.0581818181818182
3249;11518;112;1.5;0.2;26.46;0.4;4.1;4;0.283;0;4.5;2.38;22;0.6;0.025;0.095;43;0.172;0.55;33;0.383;84;0.7;0.23;0.00444444444444444;0.166470588235294;0;0.05;0.158666666666667;0.055;0.0375;0.0192307692307692;0.0791666666666667;0.0358333333333333;0.000191111111111111;0.0785714285714286;0.12;0.0127272727272727;0.0209090909090909
8253;35200;156;2.62;0.36;35.67;0.82;8;0;0.47;0;5.5;0;0;1.071;0.09;0.178;130;0.053;1.27;63;0.266;31;14.7;0.37;0;0.276470588235294;0;0.0611111111111111;0;0;0.0669375;0.0692307692307692;0.148333333333333;0.108333333333333;5,89E+09;0.15;0.0442857142857143;0.267272727272727;0.0336363636363636
1685;7213;104;16.3;3.52;1.83;1;0;0;0;0;0;0;4;0;0;0;10;0.24;1.3;31;0;233;0;1.81;0;0;0;0;0;0.01;0;0;0;0.00833333333333333;0.000266666666666667;0.0738095238095238;0.332857142857143;0;0.164545454545455
5873;18453;404;4.7;5.5;84.1;0;1.3;4;0.026;0.11;0;0;126;1.569;0.211;0.172;155;0.063;1.31;10;0.228;324;3.1;0.33;0.00444444444444444;0.0152941176470588;0.0458333333333333;0;0;0.315;0.0980625;0.162307692307692;0.143333333333333;0.129166666666667;7,00E-05;0.0238095238095238;0.462857142857143;0.0563636363636364;0.03
3062;11279;22;1.87;0.21;4.51;2.4;2.5;14;0.187;0;16.3;0.27;46;0.871;0.055;0.132;77;0.085;0.28;36;0.294;32;0.4;0.43;0.0155555555555556;0.11;0;0.181111111111111;0.018;0.115;0.0544375;0.0423076923076923;0.11;0.0641666666666667;9,44E+09;0.0857142857142857;0.0457142857142857;0.00727272727272727;0.0390909090909091
847;5048;319;14.05;28.74;0;0;0;75;0.19;0.25;1.6;0.37;6;4.835;0.116;0.051;13;0.047;0.94;15;0.018;113;12.1;1.26;0.0833333333333333;0.111764705882353;0.104166666666667;0.0177777777777778;0.0246666666666667;0.015;0.3021875;0.0892307692307692;0.0425;0.0108333333333333;5,22E+09;0.0357142857142857;0.161428571428571;0.22;0.114545454545455
1579;6986;47;2.4;1.3;6.51;0.89;1;0;0;0;0.3;0;0;0;0;0;12;0;0.69;5;0;25;0;0.2;0;0;0;0.00333333333333333;0;0;0;0;0;0.01;0;0.0119047619047619;0.0357142857142857;0;0.0181818181818182
1924;8192;395;6.5;5.3;81.6;29.2;4.7;400;0.9;2.7;0.9;1.56;296;9.1;0.8;0.7;41;0.2;3.3;57;0;162;16.7;1.6;0.444444444444444;0.529411764705882;1.125;0.01;0.104;0.74;0.56875;0.615384615384615;0.583333333333333;0.0341666666666667;0.000222222222222222;0.135714285714286;0.231428571428571;0.303636363636364;0.145454545454545
2812;10948;117;21.09;3.48;0.22;0;0;0;0.497;0.41;0;0.23;0;7.813;0.21;0.518;7;0.048;0.41;23;0.011;264;47.9;1.28;0;0.292352941176471;0.170833333333333;0;0.0153333333333333;0;0.4883125;0.161538461538462;0.431666666666667;0.00583333333333333;5,33E+09;0.0547619047619048;0.377142857142857;0.870909090909091;0.116363636363636
5912;18567;381;12.6;4.1;73.1;10.1;2.5;0;0;0;3.3;0;0;3.84;0.29;0.39;63;0;4.32;0;0;129;0;0;0;0;0;0.0366666666666667;0;0;0.24;0.223076923076923;0.325;0.0525;0;0;0.184285714285714;0;0
5615;18139;357;5.4;12.4;57.2;35.49;0.8;15;0.021;0.08;0.2;0.12;60;1.533;0.242;0.186;130;0.059;1.52;12;0.197;93;13;0.32;0.0166666666666667;0.0123529411764706;0.0333333333333333;0.00222222222222222;0.008;0.15;0.0958125;0.186153846153846;0.155;0.108333333333333;6,56E+09;0.0285714285714286;0.132857142857143;0.236363636363636;0.0290909090909091
7830;28094;530;2.4;27.3;68.6;51.2;1.7;0;0;0;0;0;0;0;0.01;0;0;0;1.5;0;0;4;0;0;0;0;0;0;0;0;0;0.00769230769230769;0;0;0;0;0.00571428571428571;0;0
5937;18927;490;8.92;24.41;58.76;12.33;1.9;11;0.114;0.8;2.6;1.99;128;3.478;0.457;0.508;89;0.242;2.13;28;0.497;288;10;0.57;0.0122222222222222;0.0670588235294118;0.333333333333333;0.0288888888888889;0.132666666666667;0.32;0.217375;0.351538461538462;0.423333333333333;0.0741666666666667;0.000268888888888889;0.0666666666666667;0.411428571428571;0.181818181818182;0.0518181818181818
4302;14243;19;0.02;0.01;4.6;4.59;0;0;0.002;0;32.2;0.05;0;0.004;0.002;0;9;0.01;0.04;2;0.006;1;0;0.02;0;0.00117647058823529;0;0.357777777777778;0.00333333333333333;0;0.00025;0.00153846153846154;0;0.0075;1,11E+09;0.00476190476190476;0.00142857142857143;0;0.00181818181818182
5366;17288;123;20.83;3.81;0;0;0;0;0.288;2.71;0;0;0;5.82;0.237;0.1;11;0.099;1.5;20;0.01;171;8;6.08;0;0.169411764705882;112.916.666.666.667;0;0;0;0.36375;0.182307692307692;0.0833333333333333;0.00916666666666667;0.00011;0.0476190476190476;0.244285714285714;0.145454545454545;0.552727272727273
5529;18015;324;6.79;11.22;49.05;8.19;2.8;0;0.046;0;0;0.67;100;3.684;0.299;0.447;27;0.086;2.57;18;0.49;446;13.6;0.41;0;0.0270588235294118;0;0;0.0446666666666667;0.25;0.23025;0.23;0.3725;0.0225;9,56E+09;0.0428571428571429;0.637142857142857;0.247272727272727;0.0372727272727273
3484;11832;78;2.86;0.1;17.2;0;3.3;0;0.239;0;5.2;0;10;1.222;0.036;0.032;45;0.878;6.07;30;1.338;54;0.3;0.44;0;0.140588235294118;0;0.0577777777777778;0;0.025;0.076375;0.0276923076923077;0.0266666666666667;0.0375;0.000975555555555556;0.0714285714285714;0.0771428571428571;0.00545454545454545;0.04
5215;17136;202;25.14;10.45;0;0;0;0;0.32;1.42;0;0.42;15;8.87;0.35;0.06;13;0.129;0.92;26;0.029;223;11.1;3.35;0;0.188235294117647;0.591666666666667;0;0.028;0.0375;0.554375;0.269230769230769;0.05;0.0108333333333333;0.000143333333333333;0.0619047619047619;0.318571428571429;0.201818181818182;0.304545454545455
2083;8609;355;10.8;2.2;82.5;14.8;9.5;0;0.23;0;0;6.03;28;3.7;0.13;0.31;42;0;2.9;112;0;260;0;2.1;0;0.135294117647059;0;0;0.402;0.07;0.23125;0.1;0.258333333333333;0.035;0;0.266666666666667;0.371428571428571;0;0.190909090909091
2568;10054;222;26.96;11.82;0;0;0;5;0.562;0.75;0;0.24;0;8.414;0.278;0.695;60;0.12;1.01;23;0.012;280;41.8;3.6;0.00555555555555556;0.330588235294118;0.3125;0;0.016;0;0.525875;0.213846153846154;0.579166666666667;0.05;0.000133333333333333;0.0547619047619048;0.4;0.76;0.327272727272727
5860;18436;403;6.4;22.8;44.3;0;1.2;4;0.057;0.09;0.1;0;22;0.65;0.067;0.89;43;0.169;0.6;22;0.263;93;0;0.77;0.00444444444444444;0.0335294117647059;0.0375;0.00111111111111111;0;0.055;0.040625;0.0515384615384615;0.741666666666667;0.0358333333333333;0.000187777777777778;0.0523809523809524;0.132857142857143;0;0.07
7375;23339;163;22.43;8.17;0;0;0;4;0.563;1.74;0;0.22;4;6.515;0.203;0.055;15;0.043;1.83;11;0.002;200;20.8;3.57;0.00444444444444444;0.331176470588235;0.725;0;0.0146666666666667;0.01;0.4071875;0.156153846153846;0.0458333333333333;0.0125;4,78E+09;0.0261904761904762;0.285714285714286;0.378181818181818;0.324545454545455
8397;42135;224;3;13.1;23.6;23.6;0;4;0.02;0.2;0;0.5;3;0.1;0.09;0.02;71;0.01;0.1;7;0;74;2.4;0.1;0.00444444444444444;0.0117647058823529;0.0833333333333333;0;0.0333333333333333;0.0075;0.00625;0.0692307692307692;0.0166666666666667;0.0591666666666667;1,11E+09;0.0166666666666667;0.105714285714286;0.0436363636363636;0.00909090909090909
6200;19233;89;2.02;0;20.16;15.12;0;1;0.019;0.21;1.2;0;3;0.052;0.088;0.022;40;0.013;0.36;7;0.004;54;1.7;0.23;0.00111111111111111;0.0111764705882353;0.0875;0.0133333333333333;0;0.0075;0.00325;0.0676923076923077;0.0183333333333333;0.0333333333333333;1,44E+09;0.0166666666666667;0.0771428571428571;0.0309090909090909;0.0209090909090909
2804;10939;173;22.45;9.17;0.21;0.05;0;1;0.448;0.57;0;0.34;1;6.05;0.225;0.462;12;0.142;1.15;22;0.022;250;21.5;2.29;0.00111111111111111;0.263529411764706;0.2375;0;0.0226666666666667;0.0025;0.378125;0.173076923076923;0.385;0.01;0.000157777777777778;0.0523809523809524;0.357142857142857;0.390909090909091;0.208181818181818
2687;10202;224;27.68;11.8;0;0;0;2;0.388;0.61;0.3;0.22;8;5.115;0.34;0.761;5;0.069;0.78;27;0.007;237;45.4;2.14;0.00222222222222222;0.228235294117647;0.254166666666667;0.00333333333333333;0.0146666666666667;0.02;0.3196875;0.261538461538462;0.634166666666667;0.00416666666666667;7,67E+09;0.0642857142857143;0.338571428571429;0.825454545454545;0.194545454545455
7641;23660;298;28.66;19.47;0;0;0;0;0.278;2.33;0;0.52;9;4.001;0.183;0.054;16;0.109;2.46;18;0.01;171;26.2;6.47;0;0.163529411764706;0.970833333333333;0;0.0346666666666667;0.0225;0.2500625;0.140769230769231;0.045;0.0133333333333333;0.000121111111111111;0.0428571428571429;0.244285714285714;0.476363636363636;0.588181818181818
952;5153;181;22.7;9.29;0;0;0;53;0.66;0.77;5.3;0;6;6.426;0.143;0.072;12;0.065;1.15;20;0.017;214;15.7;0.96;0.0588888888888889;0.388235294117647;0.320833333333333;0.0588888888888889;0;0.015;0.401625;0.11;0.06;0.01;7,22E+09;0.0476190476190476;0.305714285714286;0.285454545454545;0.0872727272727273
2502;9506;49;0.68;0.12;11.54;8.31;0.3;114;0.076;0;33.6;1.13;19;0.28;0.039;0.046;146;0.042;0.13;11;0.023;17;0.1;0.07;0.126666666666667;0.0447058823529412;0;0.373333333333333;0.0753333333333333;0.0475;0.0175;0.03;0.0383333333333333;0.121666666666667;4,67E+09;0.0261904761904762;0.0242857142857143;0.00181818181818182;0.00636363636363636
6367;19823;487;7.1;20.8;67.8;0.22;6.1;0;0.67;0;25.7;5.47;10;7;0.27;0.21;21;0.348;1.35;89;0;193;8.1;1.01;0;0.394117647058824;0;0.285555555555556;0.364666666666667;0.025;0.4375;0.207692307692308;0.175;0.0175;0.000386666666666667;0.211904761904762;0.275714285714286;0.147272727272727;0.0918181818181818
4197;14062;105;3.8;2.53;16.88;9.7;0;158;0.211;0.63;12.7;1.42;72;2.11;0.179;0.158;127;0.211;1.9;42;0;105;7.4;1.58;0.175555555555556;0.124117647058824;0.2625;0.141111111111111;0.0946666666666667;0.18;0.131875;0.137692307692308;0.131666666666667;0.105833333333333;0.000234444444444444;0.1;0.15;0.134545454545455;0.143636363636364
8314;36036;356;4.89;19.28;40.72;4.68;2.6;1;0.083;0;0;1.27;0;0.818;0.078;0.117;21;0.088;0.71;19;0.471;94;5;0.51;0.00111111111111111;0.0488235294117647;0;0;0.0846666666666667;0;0.051125;0.06;0.0975;0.0175;9,78E+09;0.0452380952380952;0.134285714285714;0.0909090909090909;0.0463636363636364
149;1169;398;24.35;32.62;1.91;0.49;0;264;0.076;0.83;0;0.28;18;0.086;0.375;0.021;703;0.036;0.72;27;0.011;484;14.5;3.09;0.293333333333333;0.0447058823529412;0.345833333333333;0;0.0186666666666667;0.045;0.005375;0.288461538461538;0.0175;0.585833333333333;4,00E-05;0.0642857142857143;0.691428571428571;0.263636363636364;0.280909090909091
2077;8598;323;7.69;2.59;83.8;17.79;19.2;0;1.92;2.9;11.5;0.62;1294;19.2;1.6;0.69;192;0.35;31.2;77;0;192;35;14.39;0;112.941.176.470.588;120.833.333.333.333;0.127777777777778;0.0413333333333333;3.235;1.2;123.076.923.076.923;0.575;0.16;0.000388888888888889;0.183333333333333;0.274285714285714;0.636363636363636;130.818.181.818.182
1111;5678;106;19.19;3.26;0;0;0;8;0.385;0.42;0;0.4;3;4.94;0.243;0.098;9;0.061;0.72;16;0.01;143;22.4;2;0.00888888888888889;0.226470588235294;0.175;0;0.0266666666666667;0.0075;0.30875;0.186923076923077;0.0816666666666667;0.0075;6,78E+09;0.0380952380952381;0.204285714285714;0.407272727272727;0.181818181818182
3369;11716;105;6.65;0.3;19.45;1.37;6;8;0.115;0;5.8;0.64;16;0.77;0.055;0.07;28;0.197;1.96;56;0.813;112;1.7;0.55;0.00888888888888889;0.0676470588235294;0;0.0644444444444444;0.0426666666666667;0.04;0.048125;0.0423076923076923;0.0583333333333333;0.0233333333333333;0.000218888888888889;0.133333333333333;0.16;0.0309090909090909;0.05
2331;9201;49;1.04;0.3;11.89;0;2.5;12;0.063;0;48.5;0;39;0.274;0.04;0.087;40;0.037;0.09;10;0.023;17;0;0.06;0.0133333333333333;0.0370588235294118;0;0.538888888888889;0;0.0975;0.017125;0.0307692307692308;0.0725;0.0333333333333333;4,11E+09;0.0238095238095238;0.0242857142857143;0;0.00545454545454545
3620;11978;281;11.86;8.2;51.42;0;21.6;1022;3.535;0;2;0;69;6.403;2.255;0.179;61;0.508;10.93;113;1.279;201;2.9;1.42;113.555.555.555.556;207.941.176.470.588;0;0.0222222222222222;0;0.1725;0.4001875;173.461.538.461.538;0.149166666666667;0.0508333333333333;0.000564444444444444;0.269047619047619;0.287142857142857;0.0527272727272727;0.129090909090909
3461;11809;40;3.27;0.23;6.46;3.99;2.8;52;0.144;0;47.9;0.39;29;0.539;0.076;0.128;42;0.077;1.97;26;0.168;55;0.7;0.37;0.0577777777777778;0.0847058823529412;0;0.532222222222222;0.026;0.0725;0.0336875;0.0584615384615385;0.106666666666667;0.035;8,56E+09;0.0619047619047619;0.0785714285714286;0.0127272727272727;0.0336363636363636
4088;13906;284;24.85;19.78;0;0;0;7;0.657;2.01;0;0.34;6;5.67;0.234;0.054;19;0.064;2.95;20;0.003;207;25.7;4.09;0.00777777777777778;0.386470588235294;0.8375;0;0.0226666666666667;0.015;0.354375;0.18;0.045;0.0158333333333333;7,11E+09;0.0476190476190476;0.295714285714286;0.467272727272727;0.371818181818182
5729;18268;213;7.4;6.1;32.1;0;1.1;54;0.496;1.68;0.3;0;72;2.722;0.381;0.277;107;0.084;2.21;17;0.245;139;16.7;0.77;0.06;0.291764705882353;0.7;0.00333333333333333;0;0.18;0.170125;0.293076923076923;0.230833333333333;0.0891666666666667;9,33E+09;0.0404761904761905;0.198571428571429;0.303636363636364;0.07
1684;7212;180;16.3;11.15;3.65;2.2;0;0;0;0;0;0;3;0;0;0;9;0.24;1.3;23;0;219;0;2.25;0;0;0;0;0;0.0075;0;0;0;0.0075;0.000266666666666667;0.0547619047619048;0.312857142857143;0;0.204545454545455
7056;22987;101;3.8;3.8;13;1.4;2.4;106;0;0;7.2;0;0;0;0;0;65;0;0.9;0;0;0;0;0;0.117777777777778;0;0;0.08;0;0;0;0;0;0.0541666666666667;0;0;0;0;0
7529;23519;161;25.73;5.72;0;0;0;0;0.32;3.37;0;0.16;8;3.612;0.229;0.11;8;0.121;3.02;23;0;234;25.2;7.83;0;0.188235294117647;140.416.666.666.667;0;0.0106666666666667;0.02;0.22575;0.176153846153846;0.0916666666666667;0.00666666666666667;0.000134444444444444;0.0547619047619048;0.334285714285714;0.458181818181818;0.711818181818182
1898;8133;88;1.98;0.95;17.91;8.71;1.3;138;0.253;0;0.1;0.09;82;2.343;0.152;0.179;56;0.074;2.21;19;0.466;64;1.6;0.42;0.153333333333333;0.148823529411765;0;0.00111111111111111;0.006;0.205;0.1464375;0.116923076923077;0.149166666666667;0.0466666666666667;8,22E+09;0.0452380952380952;0.0914285714285714;0.0290909090909091;0.0381818181818182
4698;15247;139;23.45;4.3;0;0;0;51;0.568;5;1.4;0.92;13;7.95;0.14;0.075;45;0.071;0.61;33;0.019;322;38;0.56;0.0566666666666667;0.334117647058824;208.333.333.333.333;0.0155555555555556;0.0613333333333333;0.0325;0.496875;0.107692307692308;0.0625;0.0375;7,89E+09;0.0785714285714286;0.46;0.690909090909091;0.0509090909090909
6381;19875;162;4.84;4.59;25.3;22.78;0.2;0;0;0;1.1;0;0;0;0;0;169;0;0.06;0;0;0;0;0;0;0;0;0.0122222222222222;0;0;0;0;0;0.140833333333333;0;0;0;0;0
8576;43497;36;5.5;1.4;0;0;0;2;0.01;0.02;0;0.02;1;0.2;0.01;0.01;2;0.14;2.27;2;0;20;42.2;0.42;0.00222222222222222;0.00588235294117647;0.00833333333333333;0;0.00133333333333333;0.0025;0.0125;0.00769230769230769;0.00833333333333333;0.00166666666666667;0.000155555555555556;0.00476190476190476;0.0285714285714286;0.767272727272727;0.0381818181818182
4734;16020;136;9.34;0.46;24.46;0;10;0;0.081;0;0;0;207;0.515;0.069;0.21;50;0.231;2.09;50;0.37;135;1.3;1.14;0;0.0476470588235294;0;0;0;0.5175;0.0321875;0.0530769230769231;0.175;0.0416666666666667;0.000256666666666667;0.119047619047619;0.192857142857143;0.0236363636363636;0.103636363636364
8093;32020;334;18.66;22.45;14.23;0;0;37;0.14;0.54;0;1.19;0;4.263;0.29;0.15;75;0.119;1.26;31;0.288;190;25.7;1.39;0.0411111111111111;0.0823529411764706;0.225;0;0.0793333333333333;0;0.2664375;0.223076923076923;0.125;0.0625;0.000132222222222222;0.0738095238095238;0.271428571428571;0.467272727272727;0.126363636363636
2098;8633;394;7.9;5.1;81.8;20.7;7.8;527;0.9;2.7;0;0.94;594;8.9;0.8;0.7;33;0.3;28.9;75;0;232;7.3;6.7;0.585555555555556;0.529411764705882;1.125;0;0.0626666666666667;1.485;0.55625;0.615384615384615;0.583333333333333;0.0275;0.000333333333333333;0.178571428571429;0.331428571428571;0.132727272727273;0.609090909090909
1607;7018;158;18.01;17.56;4.05;0.47;0.3;30;0.15;0.13;0;0;3;2.748;0.114;0.009;16;0.04;0.87;12;0.012;89;10.8;1.15;0.0333333333333333;0.0882352941176471;0.0541666666666667;0;0;0.0075;0.17175;0.0876923076923077;0.0075;0.0133333333333333;4,44E+09;0.0285714285714286;0.127142857142857;0.196363636363636;0.104545454545455
6336;19445;253;5.06;0.93;56;0.59;7.3;0;0.532;0;108.8;0;67;3.397;0.016;0.177;20;0.165;1.14;48;0.394;132;2.9;0.78;0;0.312941176470588;0;120.888.888.888.889;0;0.1675;0.2123125;0.0123076923076923;0.1475;0.0166666666666667;0.000183333333333333;0.114285714285714;0.188571428571429;0.0527272727272727;0.0709090909090909
4989;16420;331;58.13;0.46;30.91;20;5.5;0;0.134;0;0;0;340;0.716;0.142;0.316;363;0.976;10.78;140;4.19;839;0.8;4.4;0;0.0788235294117647;0;0;0;0.85;0.04475;0.109230769230769;0.263333333333333;0.3025;0.00108444444444444;0.333333333333333;119.857.142.857.143;0.0145454545454545;0.4
