Num;ID;Energy_kcal;Protein_g;Fat_g;Carb_g;Sugar_g;Fiber_g;VitA_mcg;VitB6_mg;VitB12_mcg;VitC_mg;VitE_mg;Folate_mcg;Niacin_mg;Riboflavin_mg;Thiamin_mg;Calcium_mg;Copper_mcg;Iron_mg;Magnesium_mg;Manganese_mg;Phosphorus_mg;Selenium_mcg;Zinc_mg;VitA_USRDA;VitB6_USRDA;VitB12_USRDA;VitC_USRDA;VitE_USRDA;Folate_USRDA;Niacin_USRDA;Riboflavin_USRDA;Thiamin_USRDA;Calcium_USRDA;Copper_USRDA;Magnesium_USRDA;Phosphorus_USRDA;Selenium_USRDA;Zinc_USRDA
6788;21285;240;10.27;10.21;26.69;4.84;2.5;31;0;0.72;0;1.06;92;3.205;0.292;0.233;99;0.149;1.5;21;0.282;160;26.8;0.98;0.0344444444444444;0;0.3;0;0.0706666666666667;0.23;0.2003125;0.224615384615385;0.194166666666667;0.0825;0.000165555555555556;0.05;0.228571428571429;0.487272727272727;0.0890909090909091
6778;21275;298;11.97;14.21;30.49;3.2;1.8;47;0.14;0.64;0;0.78;0;3.84;0.254;0.287;146;0.105;2.14;22;0.361;205;20.6;1.54;0.0522222222222222;0.0823529411764706;0.266666666666667;0;0.052;0;0.24;0.195384615384615;0.239166666666667;0.121666666666667;0.000116666666666667;0.0523809523809524;0.292857142857143;0.374545454545455;0.14
6209;19244;410;0.3;4.9;93.8;0;0.1;0;0.001;0;0;0;0;0.001;0.002;0;3;0.035;0;2;0.012;4;0.8;0.01;0;0.000588235294117647;0;0;0;0;6.25e-05;0.00153846153846154;0;0.0025;3,89E+09;0.00476190476190476;0.00571428571428571;0.0145454545454545;0.000909090909090909
3903;13424;174;27.53;6.2;0;0;0;0;0.369;1.52;0;0.35;9;4.945;0.155;0.062;6;0.068;2.3;18;0.01;174;31.1;4.73;0;0.217058823529412;0.633333333333333;0;0.0233333333333333;0.0225;0.3090625;0.119230769230769;0.0516666666666667;0.005;7,56E+09;0.0428571428571429;0.248571428571429;0.565454545454545;0.43
2709;10224;166;21.34;8.33;0;0;0;2;0.718;0.54;0;0.12;0;5.566;0.181;0.426;7;0.056;0.53;24;0.007;216;26.5;1.73;0.00222222222222222;0.422352941176471;0.225;0;0.008;0;0.347875;0.139230769230769;0.355;0.00583333333333333;6,22E+09;0.0571428571428571;0.308571428571429;0.481818181818182;0.157272727272727
6764;21261;206;9.25;9.75;20.23;1.57;2.9;4;0.06;0.84;0.1;0.4;71;2.88;0.13;0.18;123;0.067;1.67;19;0.31;167;11;1.37;0.00444444444444444;0.0352941176470588;0.35;0.00111111111111111;0.0266666666666667;0.1775;0.18;0.1;0.15;0.1025;7,44E+09;0.0452380952380952;0.238571428571429;0.2;0.124545454545455
3808;13317;295;23.05;21.83;0;0;0;0;0.435;2.65;0;0;21;5.305;0.176;0.03;11;0.077;2.42;19;0.022;174;21.5;4.84;0;0.255882352941176;110.416.666.666.667;0;0;0.0525;0.3315625;0.135384615384615;0.025;0.00916666666666667;8,56E+09;0.0452380952380952;0.248571428571429;0.390909090909091;0.44
183;1215;240;17.6;14.1;10.6;8.02;0;250;0.08;1.11;0;0.27;18;0.18;0.48;0.07;529;0.03;0.2;33;0;829;12.4;2.36;0.277777777777778;0.0470588235294118;0.4625;0;0.018;0.045;0.01125;0.369230769230769;0.0583333333333333;0.440833333333333;3,33E+09;0.0785714285714286;118.428.571.428.571;0.225454545454545;0.214545454545455
7633;23652;130;20.76;4.55;0;0;0;0;0.61;1.73;0;0.28;12;6.314;0.149;0.087;18;0.091;1.92;23;0.013;200;25.8;3.87;0;0.358823529411765;0.720833333333333;0;0.0186666666666667;0.03;0.394625;0.114615384615385;0.0725;0.015;0.000101111111111111;0.0547619047619048;0.285714285714286;0.469090909090909;0.351818181818182
3779;13055;280;28.97;17.37;0;0;0;0;0.285;1.92;0;0.5;9;4.175;0.158;0.063;17;0.09;2.4;19;0.01;180;28.1;6.92;0;0.167647058823529;0.8;0;0.0333333333333333;0.0225;0.2609375;0.121538461538462;0.0525;0.0141666666666667;1,00E-04;0.0452380952380952;0.257142857142857;0.510909090909091;0.629090909090909
1782;7936;211;13.06;16.06;3.45;0;0;1;0.163;0.29;0;0;18;3.072;0.097;0.159;48;0.082;1.15;17;0.155;94;5.6;0.73;0.00111111111111111;0.0958823529411765;0.120833333333333;0;0;0.045;0.192;0.0746153846153846;0.1325;0.04;9,11E+09;0.0404761904761905;0.134285714285714;0.101818181818182;0.0663636363636364
1525;6618;179;2.02;6.34;28.46;18.8;1.1;0;0.085;0;0;0.94;4;1.355;0.04;0.07;9;0.063;0.38;19;0.5;35;2.7;0.3;0;0.05;0;0;0.0626666666666667;0.01;0.0846875;0.0307692307692308;0.0583333333333333;0.0075;7,00E-05;0.0452380952380952;0.05;0.0490909090909091;0.0272727272727273
1571;6977;53;3.8;2.4;6.16;0.01;0.3;0;0.01;0.1;0;0.06;25;0.66;0.04;0.03;6;0.1;0.7;2;0;30;0.6;1;0;0.00588235294117647;0.0416666666666667;0;0.004;0.0625;0.04125;0.0307692307692308;0.025;0.005;0.000111111111111111;0.00476190476190476;0.0428571428571429;0.0109090909090909;0.0909090909090909
102;1113;339;11.73;0.54;73.45;73.45;0;17;0.62;2.5;0.9;0;33;1.16;2.06;0.622;2054;0.05;1.24;199;0.015;1349;27.3;6.31;0.0188888888888889;0.364705882352941;104.166.666.666.667;0.01;0;0.0825;0.0725;158.461.538.461.538;0.518333333333333;171.166.666.666.667;5,56E+09;0.473809523809524;192.714.285.714.286;0.496363636363636;0.573636363636364
3075;11292;27;0.97;0.47;5.74;3.91;1.8;200;0.088;0;13.4;0.21;30;0.33;0.026;0.03;52;0.031;0.51;16;0.15;25;0.5;0.2;0.222222222222222;0.0517647058823529;0;0.148888888888889;0.014;0.075;0.020625;0.02;0.025;0.0433333333333333;3,44E+09;0.0380952380952381;0.0357142857142857;0.00909090909090909;0.0181818181818182
6461;20048;380;7.82;0.94;82.32;0.05;1.9;0;0.122;0;0;0.04;466;7.005;0.028;0.926;22;0.177;6.3;14;0.985;118;37.2;1.43;0;0.0717647058823529;0;0;0.00266666666666667;1.165;0.4378125;0.0215384615384615;0.771666666666667;0.0183333333333333;0.000196666666666667;0.0333333333333333;0.168571428571429;0.676363636363636;0.13
5884;18488;398;4.7;10.5;71.1;33;1.1;0;0.4;0;0;0;0;3.8;0.3;0.3;24;0;3.5;11;0;55;0;0.3;0;0.235294117647059;0;0;0;0;0.2375;0.230769230769231;0.25;0.02;0;0.0261904761904762;0.0785714285714286;0;0.0272727272727273
6966;21510;268;13.69;15.8;17.73;4.5;1.1;50;0.186;0.93;1.1;0.57;0;3.143;0.257;0.177;73;0.081;2.3;18;0.186;125;16.5;2.26;0.0555555555555556;0.109411764705882;0.3875;0.0122222222222222;0.038;0;0.1964375;0.197692307692308;0.1475;0.0608333333333333;9,00E-05;0.0428571428571429;0.178571428571429;0.3;0.205454545454545
3161;11402;147;2.24;4.66;24.81;0.2;1.9;0;0.178;0;17.3;0.1;35;2.038;0.048;0.098;9;0.093;0.62;21;0.158;83;0;0.35;0;0.104705882352941;0;0.192222222222222;0.00666666666666667;0.0875;0.127375;0.0369230769230769;0.0816666666666667;0.0075;0.000103333333333333;0.05;0.118571428571429;0;0.0318181818181818
8383;36630;121;5.79;3.59;16.4;1.82;1.6;12;0.109;0.17;0.7;0.63;0;1.643;0.147;0.09;17;0.097;0.97;17;0.212;59;13.1;0.69;0.0133333333333333;0.0641176470588235;0.0708333333333333;0.00777777777777778;0.042;0;0.1026875;0.113076923076923;0.075;0.0141666666666667;0.000107777777777778;0.0404761904761905;0.0842857142857143;0.238181818181818;0.0627272727272727
5713;18250;426;5.2;22.9;50.8;0;1.5;3;0.027;0.24;0.1;0;70;1.512;0.198;0.233;60;0.101;1.06;17;0.334;117;9.6;0.44;0.00333333333333333;0.0158823529411765;0.1;0.00111111111111111;0;0.175;0.0945;0.152307692307692;0.194166666666667;0.05;0.000112222222222222;0.0404761904761905;0.167142857142857;0.174545454545455;0.04
1153;5720;127;26.97;2.08;0;0;0;3;0.697;1.7;0;0.06;6;11.75;0.208;0.038;13;0.062;0.55;30;0.011;255;30.2;1.49;0.00333333333333333;0.41;0.708333333333333;0;0.004;0.015;0.734375;0.16;0.0316666666666667;0.0108333333333333;6,89E+09;0.0714285714285714;0.364285714285714;0.549090909090909;0.135454545454545
349;3091;27;1.2;0.17;6.29;1.88;2.2;18;0.038;0;0.3;0.07;24;0.361;0.079;0.026;39;0.03;0.67;20;0.265;41;0.1;0.22;0.02;0.0223529411764706;0;0.00333333333333333;0.00466666666666667;0.06;0.0225625;0.0607692307692308;0.0216666666666667;0.0325;3,33E+09;0.0476190476190476;0.0585714285714286;0.00181818181818182;0.02
5310;17231;242;26.2;14.42;0;0;0;0;0.15;2.6;0;0;20;6.53;0.28;0.11;10;0.116;2.02;24;0.025;194;27.8;4.53;0;0.0882352941176471;108.333.333.333.333;0;0;0.05;0.408125;0.215384615384615;0.0916666666666667;0.00833333333333333;0.000128888888888889;0.0571428571428571;0.277142857142857;0.505454545454545;0.411818181818182
3152;11393;178;2.46;8.79;24.13;0;3.8;26;0.266;0;3.8;0;13;1.421;0.031;0.052;33;0.102;0.99;15;0.244;38;0.3;0.33;0.0288888888888889;0.156470588235294;0;0.0422222222222222;0;0.0325;0.0888125;0.0238461538461538;0.0433333333333333;0.0275;0.000113333333333333;0.0357142857142857;0.0542857142857143;0.00545454545454545;0.03
3550;11902;97;3.34;1.41;21.71;7.73;2.7;0;0.127;0;6.2;0.09;20;1.666;0.053;0.09;2;0.057;0.55;31;0.214;92;0.8;0.54;0;0.0747058823529412;0;0.0688888888888889;0.006;0.05;0.104125;0.0407692307692308;0.075;0.00166666666666667;6,33E+09;0.0738095238095238;0.131428571428571;0.0145454545454545;0.0490909090909091
5248;17169;143;27.1;3.03;0;0;0;0;0;1.19;0;0.34;5;3.95;0.61;0.09;17;0.303;3.73;0;0.042;201;11.8;5.27;0;0;0.495833333333333;0;0.0226666666666667;0.0125;0.246875;0.469230769230769;0.075;0.0141666666666667;0.000336666666666667;0;0.287142857142857;0.214545454545455;0.479090909090909
7974;28239;500;9.7;25;60.5;1.5;2.3;0;0;0;0;0;0;4.5;0.35;0.57;89;0;4;16;0;67;0;0;0;0;0;0;0;0;0.28125;0.269230769230769;0.475;0.0741666666666667;0;0.0380952380952381;0.0957142857142857;0;0
1312;6216;77;3.01;4.62;6.04;0;0.1;0;0.027;0.22;0.5;0;3;0.372;0.104;0.03;73;0.056;0.27;7;0.153;61;0;0.27;0;0.0158823529411765;0.0916666666666667;0.00555555555555556;0;0.0075;0.02325;0.08;0.025;0.0608333333333333;6,22E+09;0.0166666666666667;0.0871428571428571;0;0.0245454545454545
6395;19892;49;1.37;2.33;11.95;0.43;7.5;0;0;0;0;0;0;0;0;0;23;0;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0191666666666667;0;0;0;0;0
3873;13388;238;27.53;13.4;0;0;0;0;0.26;2.61;0;0.14;9;4.45;0.22;0.09;8;0.105;2.82;25;0.016;209;22.8;7.46;0;0.152941176470588;10.875;0;0.00933333333333333;0.0225;0.278125;0.169230769230769;0.075;0.00666666666666667;0.000116666666666667;0.0595238095238095;0.298571428571429;0.414545454545455;0.678181818181818
6771;21268;350;4.32;21.5;34.91;2.17;3.2;5;0.215;0.07;0;4.08;0;0.63;0.133;0.123;63;0.064;0.75;42;0.187;198;8.6;0.86;0.00555555555555556;0.126470588235294;0.0291666666666667;0;0.272;0;0.039375;0.102307692307692;0.1025;0.0525;7,11E+09;0.1;0.282857142857143;0.156363636363636;0.0781818181818182
4830;16118;375;45.51;8.9;34.93;10.53;16;2;1.05;0;0;0.55;289;2.95;0.28;1.088;285;1.6;8.2;285;3.15;675;58.9;4.1;0.00222222222222222;0.617647058823529;0;0;0.0366666666666667;0.7225;0.184375;0.215384615384615;0.906666666666667;0.2375;0.00177777777777778;0.678571428571429;0.964285714285714;107.090.909.090.909;0.372727272727273
5505;17427;159;29.75;4.44;0.07;0;0;0;0.691;2.89;0;0.38;7;7.94;0.33;0.07;13;0.124;0.79;33;0.012;214;26.1;1.83;0;0.406470588235294;120.416.666.666.667;0;0.0253333333333333;0.0175;0.49625;0.253846153846154;0.0583333333333333;0.0108333333333333;0.000137777777777778;0.0785714285714286;0.305714285714286;0.474545454545455;0.166363636363636
649;4143;292;0.38;28.37;10.43;8.32;0;2;0.06;0;0;2.61;0;0;0.021;0.013;7;0;0.63;3;0.017;9;2;0.13;0.00222222222222222;0.0352941176470588;0;0;0.174;0;0;0.0161538461538462;0.0108333333333333;0.00583333333333333;0;0.00714285714285714;0.0128571428571429;0.0363636363636364;0.0118181818181818
6521;20115;99;5.06;0.1;21.44;0;0;0;0.04;0;0;0;7;0.51;0.026;0.094;4;0.008;0.48;9;0.374;25;0;0.12;0;0.0235294117647059;0;0;0;0.0175;0.031875;0.02;0.0783333333333333;0.00333333333333333;8,89E+08;0.0214285714285714;0.0357142857142857;0;0.0109090909090909
80;1087;41;3.96;0.25;5.56;0;0;61;0.05;0.43;1.1;0;6;0.101;0.194;0.045;143;0.011;0.06;16;0.002;112;2.4;0.45;0.0677777777777778;0.0294117647058824;0.179166666666667;0.0122222222222222;0;0.015;0.0063125;0.149230769230769;0.0375;0.119166666666667;1,22E+09;0.0380952380952381;0.16;0.0436363636363636;0.0409090909090909
4413;14605;22;0;0;5.49;5.49;0;32;0.084;0.25;12.7;1.9;14;0.844;0;0;17;0.007;0;3;0;0;0;0.32;0.0355555555555556;0.0494117647058824;0.104166666666667;0.141111111111111;0.126666666666667;0.035;0.05275;0;0;0.0141666666666667;7,78E+08;0.00714285714285714;0;0;0.0290909090909091
2466;9415;66;0.44;0.1;15.79;9.73;3.1;1;0.026;0;4.4;0.12;0;0.151;0.022;0.01;11;0.077;0.24;7;0.048;13;0;0.1;0.00111111111111111;0.0152941176470588;0;0.0488888888888889;0.008;0;0.0094375;0.0169230769230769;0.00833333333333333;0.00916666666666667;8,56E+09;0.0166666666666667;0.0185714285714286;0;0.00909090909090909
3720;12155;654;15.23;65.21;13.71;2.61;6.7;1;0.537;0;1.3;0.7;98;1.125;0.15;0.341;98;1.586;2.91;158;3.414;346;4.9;3.09;0.00111111111111111;0.315882352941177;0;0.0144444444444444;0.0466666666666667;0.245;0.0703125;0.115384615384615;0.284166666666667;0.0816666666666667;0.00176222222222222;0.376190476190476;0.494285714285714;0.0890909090909091;0.280909090909091
4860;16158;166;7.9;9.6;14.29;0;6;0;0.2;0;0;0;83;0.582;0.064;0.18;38;0.527;2.44;71;0.773;176;2.6;1.83;0;0.117647058823529;0;0;0;0.2075;0.036375;0.0492307692307692;0.15;0.0316666666666667;0.000585555555555556;0.169047619047619;0.251428571428571;0.0472727272727273;0.166363636363636
2992;11203;32;2.6;0.7;5.5;4.4;1.1;346;0.247;0;69;0.7;80;1;0.26;0.08;81;0.17;1.3;38;0.553;76;0.9;0.23;0.384444444444444;0.145294117647059;0;0.766666666666667;0.0466666666666667;0.2;0.0625;0.2;0.0666666666666667;0.0675;0.000188888888888889;0.0904761904761905;0.108571428571429;0.0163636363636364;0.0209090909090909
913;5114;167;25.01;6.63;0;0;0;12;0.41;0.29;0;0;5;7.881;0.147;0.062;12;0.057;1.21;21;0.017;192;24.6;1.52;0.0133333333333333;0.241176470588235;0.120833333333333;0;0;0.0125;0.4925625;0.113076923076923;0.0516666666666667;0.01;6,33E+09;0.05;0.274285714285714;0.447272727272727;0.138181818181818
7107;23059;176;18.99;10.52;0;0;0;0;0.37;5.05;0;0.17;3;3.42;0.227;0.099;6;0.119;2.36;21;0.016;184;29.8;6.88;0;0.217647058823529;210.416.666.666.667;0;0.0113333333333333;0.0075;0.21375;0.174615384615385;0.0825;0.005;0.000132222222222222;0.05;0.262857142857143;0.541818181818182;0.625454545454545
5146;17067;586;9.72;60.39;0;0;0;0;0.03;2.42;0;0.04;3;8.03;0.18;0.08;27;0.059;1.39;11;0.004;135;1.8;1.17;0;0.0176470588235294;100.833.333.333.333;0;0.00266666666666667;0.0075;0.501875;0.138461538461538;0.0666666666666667;0.0225;6,56E+09;0.0261904761904762;0.192857142857143;0.0327272727272727;0.106363636363636
1149;5716;118;20.52;3.97;0;0;0;20;0.361;1.9;0;0.19;0;5.003;0.3;0.051;10;0.082;1.18;22;0.006;158;21.2;3.12;0.0222222222222222;0.212352941176471;0.791666666666667;0;0.0126666666666667;0;0.3126875;0.230769230769231;0.0425;0.00833333333333333;9,11E+09;0.0523809523809524;0.225714285714286;0.385454545454545;0.283636363636364
4926;16273;92;9.3;4.9;2.7;0.4;1;0;0.5;1.45;0;0;0;0;0.44;0;246;0;1.6;0;0;129;0;0;0;0.294117647058824;0.604166666666667;0;0;0;0;0.338461538461538;0;0.205;0;0;0.184285714285714;0;0
2112;8651;248;4.8;2.59;85.19;10.8;38.5;0;1.66;5;20;0;0;16.7;1.39;1.29;1000;0;15;53;0;333;0;12.5;0;0.976470588235294;208.333.333.333.333;0.222222222222222;0;0;104.375;106.923.076.923.077;1.075;0.833333333333333;0;0.126190476190476;0.475714285714286;0;113.636.363.636.364
322;3050;68;2.57;1.37;11.42;2.72;1.1;63;0.064;0.03;0.2;0.07;44;0.967;0.068;0.048;15;0.03;0.53;11;0.12;35;8.4;0.53;0.07;0.0376470588235294;0.0125;0.00222222222222222;0.00466666666666667;0.11;0.0604375;0.0523076923076923;0.04;0.0125;3,33E+09;0.0261904761904762;0.05;0.152727272727273;0.0481818181818182
859;5060;197;29.8;7.78;0;0;0;28;0.56;0.32;0;0.27;4;12.71;0.119;0.066;14;0.05;1.07;27;0.018;214;24.7;1.02;0.0311111111111111;0.329411764705882;0.133333333333333;0;0.018;0.01;0.794375;0.0915384615384615;0.055;0.0116666666666667;5,56E+09;0.0642857142857143;0.305714285714286;0.449090909090909;0.0927272727272727
8068;31027;162;2.47;5.84;25.01;0.37;2.2;0;0;0;10.9;0;0;0;0;0;9;0;0.48;0;0;0;0;0;0;0;0;0.121111111111111;0;0;0;0;0;0.0075;0;0;0;0;0
8554;43390;208;28.1;9.7;0;0;0;0;0.41;0.35;0;0.34;7;5.09;0.18;0.06;26;0.093;1.79;25;0;203;30.3;2.96;0;0.241176470588235;0.145833333333333;0;0.0226666666666667;0.0175;0.318125;0.138461538461538;0.05;0.0216666666666667;0.000103333333333333;0.0595238095238095;0.29;0.550909090909091;0.269090909090909
1465;6465;28;1.6;0.82;3.54;0;0.3;6;0.015;0.06;0.1;0;13;0.572;0.026;0.03;5;0.051;0.39;2;0.103;20;4.4;0.24;0.00666666666666667;0.00882352941176471;0.025;0.00111111111111111;0;0.0325;0.03575;0.02;0.025;0.00416666666666667;5,67E+09;0.00476190476190476;0.0285714285714286;0.08;0.0218181818181818
4552;15097;108;20.21;2.41;0;0;0;30;0.3;2;0;0;15;1.5;0.04;0.01;21;0.031;0.46;32;0.013;313;36.5;0.39;0.0333333333333333;0.176470588235294;0.833333333333333;0;0;0.0375;0.09375;0.0307692307692308;0.00833333333333333;0.0175;3,44E+09;0.0761904761904762;0.447142857142857;0.663636363636364;0.0354545454545455
1441;6432;12;2.22;0;0.73;0;0;0;0.01;0;0.4;0;1;0.295;0.012;0.009;4;0.102;0.22;0;0.152;13;0;0.15;0;0.00588235294117647;0;0.00444444444444444;0;0.0025;0.0184375;0.00923076923076923;0.0075;0.00333333333333333;0.000113333333333333;0;0.0185714285714286;0;0.0136363636363636
4213;14080;364;0;0;92.96;81.82;0;1365;1.818;0;54.5;12.27;0;18.182;0;1.364;909;1.818;16.36;218;0;0;0;13.64;151.666.666.666.667;106.941.176.470.588;0;0.605555555555556;0.818;0;1.136.375;0;113.666.666.666.667;0.7575;0.00202;0.519047619047619;0;0;1.24
1265;6125;51;2.6;2.1;5.1;0.21;0.4;0;0.01;0.1;0;0.05;2;1.3;0.08;0.02;4;0.1;0.7;2;0.2;29;0.6;0.8;0;0.00588235294117647;0.0416666666666667;0;0.00333333333333333;0.005;0.08125;0.0615384615384615;0.0166666666666667;0.00333333333333333;0.000111111111111111;0.00476190476190476;0.0414285714285714;0.0109090909090909;0.0727272727272727
76;1083;43;3.48;0.97;4.97;0;0;59;0.045;0.38;1;0;5;0.09;0.173;0.04;128;0.01;0.05;14;0.002;100;2.3;0.4;0.0655555555555556;0.0264705882352941;0.158333333333333;0.0111111111111111;0;0.0125;0.005625;0.133076923076923;0.0333333333333333;0.106666666666667;1,11E+09;0.0333333333333333;0.142857142857143;0.0418181818181818;0.0363636363636364
6619;21023;264;7.66;13.9;26.7;0;0;101;0.04;0.27;0.1;0;76;2.9;0.37;0.43;54;0.048;1.4;12;0.155;108;15.5;0.44;0.112222222222222;0.0235294117647059;0.1125;0.00111111111111111;0;0.19;0.18125;0.284615384615385;0.358333333333333;0.045;5,33E+09;0.0285714285714286;0.154285714285714;0.281818181818182;0.04
1553;6957;380;8.53;11.85;59.78;9.23;3.2;0;0.282;0.33;1.9;0.38;99;2.261;0.473;0.236;116;0.149;7.4;32;0.202;212;9.3;0.96;0;0.165882352941176;0.1375;0.0211111111111111;0.0253333333333333;0.2475;0.1413125;0.363846153846154;0.196666666666667;0.0966666666666667;0.000165555555555556;0.0761904761904762;0.302857142857143;0.169090909090909;0.0872727272727273
6206;19240;389;1.3;5.2;92;0;2.4;0;0.08;0;0;0;3;0.142;0.029;0.006;11;0.294;1.19;38;0.333;62;1.6;0.81;0;0.0470588235294118;0;0;0;0.0075;0.008875;0.0223076923076923;0.005;0.00916666666666667;0.000326666666666667;0.0904761904761905;0.0885714285714286;0.0290909090909091;0.0736363636363636
2016;8484;320;8;2.53;78.09;32.09;13.7;377;0.85;2.54;0.7;0.58;563;8.475;0.72;0.636;34;0.489;9.81;165;0;396;37.6;3.8;0.418888888888889;0.5;105.833.333.333.333;0.00777777777777778;0.0386666666666667;14.075;0.5296875;0.553846153846154;0.53;0.0283333333333333;0.000543333333333333;0.392857142857143;0.565714285714286;0.683636363636364;0.345454545454545
799;5000;144;28.04;3.57;0;0;0;5;0.314;0.27;0;0.32;8;9.634;0.131;0.081;13;0.041;0.46;25;0;246;23.1;0.87;0.00555555555555556;0.184705882352941;0.1125;0;0.0213333333333333;0.02;0.602125;0.100769230769231;0.0675;0.0108333333333333;4,56E+09;0.0595238095238095;0.351428571428571;0.42;0.0790909090909091
3509;11859;25;1.28;0.2;5.54;2.33;1.4;10;0.099;0;6.8;0.15;13;0.44;0.047;0.036;20;0.073;0.52;27;0.263;41;0.3;0.34;0.0111111111111111;0.0582352941176471;0;0.0755555555555556;0.01;0.0325;0.0275;0.0361538461538462;0.03;0.0166666666666667;8,11E+09;0.0642857142857143;0.0585714285714286;0.00545454545454545;0.0309090909090909
7677;25039;389;6.67;6.67;75.47;31.54;4.6;236;0.667;0.08;0.9;2.25;113;6.667;0.567;0.5;333;0.173;6;69;1.547;167;16;1.42;0.262222222222222;0.392352941176471;0.0333333333333333;0.01;0.15;0.2825;0.4166875;0.436153846153846;0.416666666666667;0.2775;0.000192222222222222;0.164285714285714;0.238571428571429;0.290909090909091;0.129090909090909
6984;22529;220;7.25;11.39;22.05;0;0.8;0;0.133;0.32;0.3;0.26;28;1.633;0.087;0.197;14;0.03;1.25;13;0.207;67;5.3;1.1;0;0.0782352941176471;0.133333333333333;0.00333333333333333;0.0173333333333333;0.07;0.1020625;0.0669230769230769;0.164166666666667;0.0116666666666667;3,33E+09;0.030952380952381;0.0957142857142857;0.0963636363636364;0.1
2049;8561;367;18.39;5.3;68;17.7;12;0;0.05;0;1;0;11;1.1;0.07;0.23;66;0;3.7;68;0;241;0;0.89;0;0.0294117647058824;0;0.0111111111111111;0;0.0275;0.06875;0.0538461538461538;0.191666666666667;0.055;0;0.161904761904762;0.344285714285714;0;0.0809090909090909
6203;19236;568;9.76;35.73;51.72;44.59;3.6;0;0.07;0;1.8;0;0;0.62;0.38;0.07;0;0.2;1.5;59;0.01;227;3.4;1.34;0;0.0411764705882353;0;0.02;0;0;0.03875;0.292307692307692;0.0583333333333333;0;0.000222222222222222;0.14047619047619;0.324285714285714;0.0618181818181818;0.121818181818182
469;3280;67;0.4;0.2;17.8;7.1;1.6;2;0.139;0;25.7;0.6;6;0.218;0.02;0.015;8;0.046;0.3;12;0;9;0.6;0.07;0.00222222222222222;0.0817647058823529;0;0.285555555555556;0.04;0.015;0.013625;0.0153846153846154;0.0125;0.00666666666666667;5,11E+09;0.0285714285714286;0.0128571428571429;0.0109090909090909;0.00636363636363636
8198;35141;234;33.43;11.09;0.08;0;0;0;0.377;4.44;0;0.8;0;6.52;0.3;0.06;10;0.062;4.76;31;0.033;272;38;5.93;0;0.221764705882353;1.85;0;0.0533333333333333;0;0.4075;0.230769230769231;0.05;0.00833333333333333;6,89E+09;0.0738095238095238;0.388571428571429;0.690909090909091;0.539090909090909
5998;18992;487;22.9;25.3;46.5;5.3;14.2;0;0.15;0;0;0;0;0.9;0.09;0.17;197;0;4.7;95;0;216;0;2.2;0;0.0882352941176471;0;0;0;0;0.05625;0.0692307692307692;0.141666666666667;0.164166666666667;0;0.226190476190476;0.308571428571429;0;0.2
985;5188;173;27.71;6.04;0;0;0;5;0.438;1.65;0;0.07;9;6.685;0.375;0.06;17;0.127;1.43;27;0.016;212;31.4;3.51;0.00555555555555556;0.257647058823529;0.6875;0;0.00466666666666667;0.0225;0.4178125;0.288461538461538;0.05;0.0141666666666667;0.000141111111111111;0.0642857142857143;0.302857142857143;0.570909090909091;0.319090909090909
1439;6430;35;1.55;1.01;5.05;0.19;0.3;8;0.051;4.63;2;0.2;7;0.759;0.081;0.061;9;0.122;1.22;7;0.081;127;3.1;0.18;0.00888888888888889;0.03;192.916.666.666.667;0.0222222222222222;0.0133333333333333;0.0175;0.0474375;0.0623076923076923;0.0508333333333333;0.0075;0.000135555555555556;0.0166666666666667;0.181428571428571;0.0563636363636364;0.0163636363636364
7742;28004;253;5.5;8.2;39.9;11.2;1.3;286;0.38;1.1;0;0;0;3.8;0.32;0.29;76;0;4.3;5;0;190;0;0.1;0.317777777777778;0.223529411764706;0.458333333333333;0;0;0;0.2375;0.246153846153846;0.241666666666667;0.0633333333333333;0;0.0119047619047619;0.271428571428571;0;0.00909090909090909
6426;20008;343;13.25;3.4;71.5;0;10;0;0.21;0;0;0;30;7.02;0.425;0.101;18;1.1;2.2;231;1.3;347;8.3;2.4;0;0.123529411764706;0;0;0;0.075;0.43875;0.326923076923077;0.0841666666666667;0.015;0.00122222222222222;0.55;0.495714285714286;0.150909090909091;0.218181818181818
5567;18065;313;12.96;4.27;55.77;6.42;4.7;0;0.153;0;0.2;0.24;100;6.25;0.382;0.439;165;0.198;4.09;59;1.377;188;33.4;1.47;0;0.09;0;0.00222222222222222;0.016;0.25;0.390625;0.293846153846154;0.365833333333333;0.1375;0.00022;0.14047619047619;0.268571428571429;0.607272727272727;0.133636363636364
4147;13980;250;28.84;14.95;0;0;0;2;0.291;4.06;0;0.1;7;3.467;0.257;0.1;14;0.113;3.19;23;0.015;200;33.3;11.95;0.00222222222222222;0.171176470588235;169.166.666.666.667;0;0.00666666666666667;0.0175;0.2166875;0.197692307692308;0.0833333333333333;0.0116666666666667;0.000125555555555556;0.0547619047619048;0.285714285714286;0.605454545454545;108.636.363.636.364
3378;11725;35;1.89;0.28;7.88;1.55;3.3;4;0.056;0;9.7;0.45;33;0.614;0.097;0.074;46;0.103;1.28;25;0.294;39;0.4;0.36;0.00444444444444444;0.0329411764705882;0;0.107777777777778;0.03;0.0825;0.038375;0.0746153846153846;0.0616666666666667;0.0383333333333333;0.000114444444444444;0.0595238095238095;0.0557142857142857;0.00727272727272727;0.0327272727272727
